x-axis,1,2,3
second,Volt,Volt,Volt
-2.72000E-03,+28.64996E-03,-6.25000E-03,+4.68750E-03
-2.70000E-03,+28.64996E-03,-6.25000E-03,+3.12500E-03
-2.68000E-03,+34.89996E-03,+9.37500E-03,+4.68750E-03
-2.66000E-03,+28.64996E-03,-21.87500E-03,+6.25000E-03
-2.64000E-03,+28.64996E-03,-6.25000E-03,+4.68750E-03
-2.62000E-03,+28.64996E-03,-21.87500E-03,+4.68750E-03
-2.60000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-2.58000E-03,+28.64996E-03,+9.37500E-03,+4.68750E-03
-2.56000E-03,+28.64996E-03,-6.25000E-03,+4.68750E-03
-2.54000E-03,+28.64996E-03,-21.87500E-03,+4.68750E-03
-2.52000E-03,+34.89996E-03,-6.25000E-03,+6.25000E-03
-2.50000E-03,+22.39996E-03,-6.25000E-03,+6.25000E-03
-2.48000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-2.46000E-03,+22.39996E-03,+9.37500E-03,+4.68750E-03
-2.44000E-03,+34.89996E-03,-6.25000E-03,+3.12500E-03
-2.42000E-03,+28.64996E-03,-6.25000E-03,+3.12500E-03
-2.40000E-03,+28.64996E-03,-6.25000E-03,+4.68750E-03
-2.38000E-03,+28.64996E-03,+9.37500E-03,+3.12500E-03
-2.36000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-2.34000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-2.32000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-2.30000E-03,+34.89996E-03,-6.25000E-03,+3.12500E-03
-2.28000E-03,+22.39996E-03,-6.25000E-03,+3.12500E-03
-2.26000E-03,+16.14996E-03,-6.25000E-03,+4.68750E-03
-2.24000E-03,+22.39996E-03,-6.25000E-03,+3.12500E-03
-2.22000E-03,+16.14996E-03,+9.37500E-03,+4.68750E-03
-2.20000E-03,+22.39996E-03,-21.87500E-03,+4.68750E-03
-2.18000E-03,+22.39996E-03,+9.37500E-03,+6.25000E-03
-2.16000E-03,+28.64996E-03,-6.25000E-03,+4.68750E-03
-2.14000E-03,+28.64996E-03,-6.25000E-03,+6.25000E-03
-2.12000E-03,+22.39996E-03,+25.00000E-03,+3.12500E-03
-2.10000E-03,+28.64996E-03,+9.37500E-03,+6.25000E-03
-2.08000E-03,+28.64996E-03,-6.25000E-03,+3.12500E-03
-2.06000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-2.04000E-03,+28.64996E-03,-6.25000E-03,+6.25000E-03
-2.02000E-03,+34.89996E-03,-6.25000E-03,+4.68750E-03
-2.00000E-03,+28.64996E-03,+9.37500E-03,+3.12500E-03
-1.98000E-03,+28.64996E-03,+9.37500E-03,+4.68750E-03
-1.96000E-03,+28.64996E-03,-6.25000E-03,+3.12500E-03
-1.94000E-03,+22.39996E-03,-21.87500E-03,+3.12500E-03
-1.92000E-03,+28.64996E-03,+9.37500E-03,+4.68750E-03
-1.90000E-03,+16.14996E-03,-6.25000E-03,+4.68750E-03
-1.88000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-1.86000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-1.84000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-1.82000E-03,+28.64996E-03,-6.25000E-03,+6.25000E-03
-1.80000E-03,+22.39996E-03,-6.25000E-03,+3.12500E-03
-1.78000E-03,+28.64996E-03,+9.37500E-03,+4.68750E-03
-1.76000E-03,+22.39996E-03,-6.25000E-03,+6.25000E-03
-1.74000E-03,+28.64996E-03,-6.25000E-03,+4.68750E-03
-1.72000E-03,+28.64996E-03,-6.25000E-03,+4.68750E-03
-1.70000E-03,+22.39996E-03,+9.37500E-03,+4.68750E-03
-1.68000E-03,+34.89996E-03,+9.37500E-03,+3.12500E-03
-1.66000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-1.64000E-03,+22.39996E-03,-21.87500E-03,+4.68750E-03
-1.62000E-03,+28.64996E-03,-6.25000E-03,+4.68750E-03
-1.60000E-03,+28.64996E-03,-21.87500E-03,+3.12500E-03
-1.58000E-03,+28.64996E-03,+9.37500E-03,+3.12500E-03
-1.56000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-1.54000E-03,+28.64996E-03,+9.37500E-03,+4.68750E-03
-1.52000E-03,+28.64996E-03,-21.87500E-03,+3.12500E-03
-1.50000E-03,+22.39996E-03,+9.37500E-03,+1.56250E-03
-1.48000E-03,+22.39996E-03,-6.25000E-03,+3.12500E-03
-1.46000E-03,+28.64996E-03,-6.25000E-03,+6.25000E-03
-1.44000E-03,+28.64996E-03,-6.25000E-03,+3.12500E-03
-1.42000E-03,+28.64996E-03,-21.87500E-03,+6.25000E-03
-1.40000E-03,+28.64996E-03,-21.87500E-03,+4.68750E-03
-1.38000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-1.36000E-03,+28.64996E-03,-6.25000E-03,+4.68750E-03
-1.34000E-03,+22.39996E-03,-6.25000E-03,+3.12500E-03
-1.32000E-03,+28.64996E-03,-6.25000E-03,+6.25000E-03
-1.30000E-03,+16.14996E-03,-6.25000E-03,+4.68750E-03
-1.28000E-03,+28.64996E-03,-21.87500E-03,+6.25000E-03
-1.26000E-03,+28.64996E-03,-6.25000E-03,+1.56250E-03
-1.24000E-03,+22.39996E-03,-6.25000E-03,+3.12500E-03
-1.22000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-1.20000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-1.18000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-1.16000E-03,+22.39996E-03,-21.87500E-03,+4.68750E-03
-1.14000E-03,+28.64996E-03,-6.25000E-03,+4.68750E-03
-1.12000E-03,+34.89996E-03,-6.25000E-03,+1.56250E-03
-1.10000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-1.08000E-03,+28.64996E-03,-21.87500E-03,+4.68750E-03
-1.06000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-1.04000E-03,+22.39996E-03,-6.25000E-03,+4.68750E-03
-1.02000E-03,+22.39996E-03,+9.37500E-03,+4.68750E-03
-1.00000E-03,+28.64996E-03,-21.87500E-03,+3.12500E-03
-980.00E-06,+28.64996E-03,+9.37500E-03,+3.12500E-03
-960.00E-06,+22.39996E-03,-21.87500E-03,+1.56250E-03
-940.00E-06,+34.89996E-03,-21.87500E-03,+4.68750E-03
-920.00E-06,+22.39996E-03,-6.25000E-03,+4.68750E-03
-900.00E-06,+22.39996E-03,-6.25000E-03,+4.68750E-03
-880.00E-06,+34.89996E-03,-6.25000E-03,+3.12500E-03
-860.00E-06,+22.39996E-03,-21.87500E-03,+3.12500E-03
-840.00E-06,+28.64996E-03,-6.25000E-03,+3.12500E-03
-820.00E-06,+28.64996E-03,-6.25000E-03,+3.12500E-03
-800.00E-06,+22.39996E-03,-6.25000E-03,+3.12500E-03
-780.00E-06,+16.14996E-03,-21.87500E-03,+4.68750E-03
-760.00E-06,+22.39996E-03,-6.25000E-03,+4.68750E-03
-740.00E-06,+28.64996E-03,+9.37500E-03,+3.12500E-03
-720.00E-06,+28.64996E-03,+9.37500E-03,+3.12500E-03
-700.00E-06,+22.39996E-03,-6.25000E-03,+4.68750E-03
-680.00E-06,+28.64996E-03,+9.37500E-03,+3.12500E-03
-660.00E-06,+22.39996E-03,-6.25000E-03,+3.12500E-03
-640.00E-06,+28.64996E-03,-6.25000E-03,+1.56250E-03
-620.00E-06,+22.39996E-03,-6.25000E-03,+3.12500E-03
-600.00E-06,+34.89996E-03,-6.25000E-03,+3.12500E-03
-580.00E-06,+28.64996E-03,-6.25000E-03,+6.25000E-03
-560.00E-06,+34.89996E-03,-6.25000E-03,+4.68750E-03
-540.00E-06,+28.64996E-03,-21.87500E-03,+4.68750E-03
-520.00E-06,+22.39996E-03,-6.25000E-03,+1.56250E-03
-500.00E-06,+28.64996E-03,-21.87500E-03,+6.25000E-03
-480.00E-06,+34.89996E-03,-21.87500E-03,+3.12500E-03
-460.00E-06,+22.39996E-03,-6.25000E-03,+1.56250E-03
-440.00E-06,+22.39996E-03,-6.25000E-03,+4.68750E-03
-420.00E-06,+28.64996E-03,+9.37500E-03,+4.68750E-03
-400.00E-06,+28.64996E-03,-6.25000E-03,+3.12500E-03
-380.00E-06,+22.39996E-03,-6.25000E-03,+1.56250E-03
-360.00E-06,+34.89996E-03,-6.25000E-03,+3.12500E-03
-340.00E-06,+22.39996E-03,-6.25000E-03,+4.68750E-03
-320.00E-06,+22.39996E-03,-6.25000E-03,+3.12500E-03
-300.00E-06,+22.39996E-03,-6.25000E-03,+3.12500E-03
-280.00E-06,+22.39996E-03,+9.37500E-03,+1.56250E-03
-260.00E-06,+28.64996E-03,-6.25000E-03,+3.12500E-03
-240.00E-06,+34.89996E-03,-6.25000E-03,+3.12500E-03
-220.00E-06,+28.64996E-03,+9.37500E-03,+3.12500E-03
-200.00E-06,+28.64996E-03,-6.25000E-03,+3.12500E-03
-180.00E-06,+22.39996E-03,-6.25000E-03,+4.68750E-03
-160.00E-06,+22.39996E-03,-6.25000E-03,+4.68750E-03
-140.00E-06,+28.64996E-03,-6.25000E-03,+4.68750E-03
-120.00E-06,+28.64996E-03,-6.25000E-03,+3.12500E-03
-100.00E-06,+22.39996E-03,-6.25000E-03,+3.12500E-03
-80.00E-06,+22.39996E-03,-6.25000E-03,+3.12500E-03
-60.00E-06,+22.39996E-03,-6.25000E-03,+4.68750E-03
-40.00E-06,+28.64996E-03,-21.87500E-03,+3.12500E-03
-20.00E-06,+28.64996E-03,-21.87500E-03,+4.68750E-03
+0.0E+00,+16.14996E-03,+9.37500E-03,+4.68750E-03
+20.00E-06,+9.89996E-03,-6.25000E-03,+4.68750E-03
+40.00E-06,+309.89997E-03,-21.87500E-03,+51.56250E-03
+60.00E-06,+872.39998E-03,-21.87500E-03,+121.87500E-03
+80.00E-06,+941.14998E-03,-37.50000E-03,+132.81250E-03
+100.00E-06,+934.89998E-03,-21.87500E-03,+129.68750E-03
+120.00E-06,+928.64998E-03,-53.12500E-03,+131.25000E-03
+140.00E-06,+916.14998E-03,-53.12500E-03,+126.56250E-03
+160.00E-06,+916.14998E-03,-68.75000E-03,+128.12500E-03
+180.00E-06,+922.39998E-03,-37.50000E-03,+129.68750E-03
+200.00E-06,+909.89998E-03,-37.50000E-03,+126.56250E-03
+220.00E-06,+909.89998E-03,-37.50000E-03,+125.00000E-03
+240.00E-06,+909.89998E-03,-37.50000E-03,+125.00000E-03
+260.00E-06,+903.64998E-03,-37.50000E-03,+125.00000E-03
+280.00E-06,+909.89998E-03,-53.12500E-03,+125.00000E-03
+300.00E-06,+897.39998E-03,-53.12500E-03,+123.43750E-03
+320.00E-06,+884.89998E-03,-37.50000E-03,+123.43750E-03
+340.00E-06,+884.89998E-03,-53.12500E-03,+123.43750E-03
+360.00E-06,+891.14998E-03,-37.50000E-03,+121.87500E-03
+380.00E-06,+884.89998E-03,-68.75000E-03,+121.87500E-03
+400.00E-06,+891.14998E-03,-53.12500E-03,+120.31250E-03
+420.00E-06,+884.89998E-03,-53.12500E-03,+120.31250E-03
+440.00E-06,+878.64998E-03,-37.50000E-03,+118.75000E-03
+460.00E-06,+872.39998E-03,-37.50000E-03,+121.87500E-03
+480.00E-06,+872.39998E-03,-37.50000E-03,+121.87500E-03
+500.00E-06,+872.39998E-03,-37.50000E-03,+118.75000E-03
+520.00E-06,+866.14998E-03,-37.50000E-03,+120.31250E-03
+540.00E-06,+866.14998E-03,-37.50000E-03,+118.75000E-03
+560.00E-06,+859.89998E-03,-53.12500E-03,+117.18750E-03
+580.00E-06,+853.64998E-03,-37.50000E-03,+117.18750E-03
+600.00E-06,+853.64998E-03,-53.12500E-03,+115.62500E-03
+620.00E-06,+847.39998E-03,-37.50000E-03,+117.18750E-03
+640.00E-06,+847.39998E-03,-53.12500E-03,+115.62500E-03
+660.00E-06,+847.39998E-03,-37.50000E-03,+115.62500E-03
+680.00E-06,+841.14998E-03,-37.50000E-03,+114.06250E-03
+700.00E-06,+828.64998E-03,-53.12500E-03,+112.50000E-03
+720.00E-06,+841.14998E-03,-37.50000E-03,+112.50000E-03
+740.00E-06,+828.64998E-03,-53.12500E-03,+112.50000E-03
+760.00E-06,+828.64998E-03,-37.50000E-03,+112.50000E-03
+780.00E-06,+834.89998E-03,-53.12500E-03,+112.50000E-03
+800.00E-06,+834.89998E-03,-37.50000E-03,+110.93750E-03
+820.00E-06,+828.64998E-03,-53.12500E-03,+110.93750E-03
+840.00E-06,+822.39998E-03,-53.12500E-03,+110.93750E-03
+860.00E-06,+816.14998E-03,-21.87500E-03,+110.93750E-03
+880.00E-06,+809.89998E-03,-53.12500E-03,+109.37500E-03
+900.00E-06,+809.89998E-03,-68.75000E-03,+107.81250E-03
+920.00E-06,+816.14998E-03,-53.12500E-03,+109.37500E-03
+940.00E-06,+803.64998E-03,-37.50000E-03,+107.81250E-03
+960.00E-06,+803.64998E-03,-37.50000E-03,+107.81250E-03
+980.00E-06,+809.89998E-03,-53.12500E-03,+106.25000E-03
+1.00000E-03,+816.14998E-03,-68.75000E-03,+107.81250E-03
+1.02000E-03,+803.64998E-03,-53.12500E-03,+106.25000E-03
+1.04000E-03,+791.14998E-03,-53.12500E-03,+103.12500E-03
+1.06000E-03,+803.64998E-03,-37.50000E-03,+104.68750E-03
+1.08000E-03,+784.89998E-03,-53.12500E-03,+104.68750E-03
+1.10000E-03,+784.89998E-03,-53.12500E-03,+104.68750E-03
+1.12000E-03,+784.89998E-03,-53.12500E-03,+103.12500E-03
+1.14000E-03,+778.64998E-03,-53.12500E-03,+101.56250E-03
+1.16000E-03,+778.64998E-03,-53.12500E-03,+101.56250E-03
+1.18000E-03,+784.89998E-03,-53.12500E-03,+101.56250E-03
+1.20000E-03,+778.64998E-03,-53.12500E-03,+101.56250E-03
+1.22000E-03,+766.14997E-03,-37.50000E-03,+100.00000E-03
+1.24000E-03,+766.14997E-03,-37.50000E-03,+98.43750E-03
+1.26000E-03,+766.14997E-03,-53.12500E-03,+100.00000E-03
+1.28000E-03,+759.89997E-03,-53.12500E-03,+100.00000E-03
+1.30000E-03,+747.39997E-03,-68.75000E-03,+95.31250E-03
+1.32000E-03,+753.64997E-03,-53.12500E-03,+96.87500E-03
+1.34000E-03,+753.64997E-03,-53.12500E-03,+95.31250E-03
+1.36000E-03,+747.39997E-03,-37.50000E-03,+95.31250E-03
+1.38000E-03,+734.89997E-03,-37.50000E-03,+92.18750E-03
+1.40000E-03,+741.14997E-03,-53.12500E-03,+95.31250E-03
+1.42000E-03,+734.89997E-03,-53.12500E-03,+93.75000E-03
+1.44000E-03,+734.89997E-03,-53.12500E-03,+93.75000E-03
+1.46000E-03,+741.14997E-03,-53.12500E-03,+92.18750E-03
+1.48000E-03,+734.89997E-03,-37.50000E-03,+92.18750E-03
+1.50000E-03,+728.64997E-03,-53.12500E-03,+90.62500E-03
+1.52000E-03,+728.64997E-03,-53.12500E-03,+89.06250E-03
+1.54000E-03,+716.14997E-03,-53.12500E-03,+90.62500E-03
+1.56000E-03,+722.39997E-03,-53.12500E-03,+90.62500E-03
+1.58000E-03,+722.39997E-03,-53.12500E-03,+90.62500E-03
+1.60000E-03,+716.14997E-03,-53.12500E-03,+89.06250E-03
+1.62000E-03,+709.89997E-03,-53.12500E-03,+87.50000E-03
+1.64000E-03,+703.64997E-03,-68.75000E-03,+85.93750E-03
+1.66000E-03,+703.64997E-03,-84.37500E-03,+85.93750E-03
+1.68000E-03,+709.89997E-03,-68.75000E-03,+85.93750E-03
+1.70000E-03,+697.39997E-03,-37.50000E-03,+85.93750E-03
+1.72000E-03,+703.64997E-03,-53.12500E-03,+84.37500E-03
+1.74000E-03,+691.14997E-03,-37.50000E-03,+85.93750E-03
+1.76000E-03,+697.39997E-03,-53.12500E-03,+84.37500E-03
+1.78000E-03,+697.39997E-03,-68.75000E-03,+82.81250E-03
+1.80000E-03,+684.89997E-03,-21.87500E-03,+82.81250E-03
