# Strom: 6.00 A
# Magnetfeld: -542 mT
# Schnitt bei (663,461)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;1532
2;1364
3;1197
4;1130
5;1064
6;1025
7;986
8;976
9;967
10;954
11;942
12;977
13;1011
14;1035
15;1059
16;1170
17;1282
18;1412
19;1543
20;1649
21;1755
22;1778
23;1802
24;1767
25;1733
26;1722
27;1711
28;1841
29;1971
30;2231
31;2491
32;2539
33;2588
34;2391
35;2195
36;1989
37;1783
38;1770
39;1757
40;1820
41;1883
42;1970
43;2058
44;1933
45;1808
46;1627
47;1446
48;1322
49;1198
50;1132
51;1066
52;1041
53;1015
54;1009
55;1002
56;990
57;979
58;980
59;981
60;1013
61;1045
62;1123
63;1201
64;1348
65;1495
66;1643
67;1791
68;1843
69;1894
70;1870
71;1846
72;1786
73;1727
74;1765
75;1804
76;1974
77;2144
78;2405
79;2666
80;2689
81;2712
82;2522
83;2332
84;2127
85;1922
86;1844
87;1767
88;1833
89;1899
90;2024
91;2149
92;2077
93;2005
94;1837
95;1668
96;1511
97;1355
98;1256
99;1158
100;1115
101;1072
102;1044
103;1016
104;1010
105;1004
106;988
107;972
108;998
109;1025
110;1065
111;1105
112;1177
113;1249
114;1345
115;1441
116;1586
117;1731
118;1815
119;1899
120;1920
121;1942
122;1912
123;1882
124;1840
125;1799
126;1867
127;1935
128;2112
129;2288
130;2527
131;2766
132;2823
133;2879
134;2666
135;2454
136;2250
137;2046
138;1935
139;1824
140;1854
141;1883
142;1992
143;2102
144;2161
145;2221
146;2101
147;1981
148;1809
149;1637
150;1509
151;1381
152;1285
153;1188
154;1139
155;1090
156;1074
157;1058
158;1044
159;1030
160;1020
161;1011
162;1028
163;1046
164;1073
165;1101
166;1126
167;1152
168;1247
169;1343
170;1422
171;1502
172;1655
173;1808
174;1908
175;2009
176;2019
177;2030
178;2003
179;1976
180;1934
181;1891
182;1863
183;1835
184;1936
185;2036
186;2258
187;2479
188;2725
189;2972
190;2944
191;2916
192;2733
193;2550
194;2333
195;2116
196;1975
197;1833
198;1874
199;1914
200;1989
201;2063
202;2146
203;2229
204;2223
205;2217
206;2093
207;1969
208;1808
209;1648
210;1514
211;1381
212;1305
213;1229
214;1207
215;1186
216;1137
217;1087
218;1080
219;1073
220;1081
221;1090
222;1090
223;1090
224;1099
225;1109
226;1119
227;1130
228;1144
229;1159
230;1225
231;1291
232;1382
233;1474
234;1592
235;1709
236;1794
237;1880
238;1974
239;2068
240;2104
241;2140
242;2074
243;2009
244;1955
245;1901
246;1894
247;1886
248;1931
249;1976
250;2126
251;2275
252;2506
253;2736
254;2897
255;3058
256;3045
257;3033
258;2886
259;2739
260;2524
261;2309
262;2171
263;2033
264;1956
265;1879
266;1913
267;1948
268;2028
269;2108
270;2215
271;2322
272;2339
273;2356
274;2245
275;2135
276;1972
277;1809
278;1705
279;1600
280;1497
281;1393
282;1328
283;1263
284;1233
285;1202
286;1192
287;1182
288;1165
289;1148
290;1112
291;1077
292;1085
293;1094
294;1092
295;1090
296;1105
297;1120
298;1108
299;1097
300;1128
301;1160
302;1210
303;1261
304;1293
305;1325
306;1413
307;1501
308;1584
309;1668
310;1766
311;1864
312;1968
313;2072
314;2115
315;2158
316;2142
317;2126
318;2082
319;2037
320;2019
321;2001
322;1967
323;1933
324;1928
325;1923
326;1998
327;2073
328;2186
329;2298
330;2514
331;2730
332;2892
333;3054
334;3146
335;3238
336;3164
337;3090
338;2916
339;2742
340;2580
341;2419
342;2288
343;2158
344;2064
345;1971
346;1951
347;1932
348;1980
349;2027
350;2089
351;2151
352;2246
353;2342
354;2380
355;2418
356;2375
357;2333
358;2265
359;2198
360;2077
361;1955
362;1852
363;1748
364;1655
365;1562
366;1487
367;1413
368;1385
369;1356
370;1308
371;1260
372;1253
373;1245
374;1192
375;1139
376;1152
377;1165
378;1152
379;1139
380;1124
381;1109
382;1105
383;1102
384;1129
385;1156
386;1127
387;1099
388;1125
389;1152
390;1151
391;1150
392;1158
393;1166
394;1186
395;1206
396;1248
397;1291
398;1320
399;1349
400;1417
401;1485
402;1581
403;1677
404;1736
405;1796
406;1871
407;1945
408;2006
409;2066
410;2116
411;2166
412;2154
413;2143
414;2151
415;2160
416;2140
417;2121
418;2115
419;2110
420;2060
421;2011
422;2000
423;1989
424;1950
425;1911
426;1971
427;2031
428;2064
429;2098
430;2198
431;2299
432;2420
433;2541
434;2695
435;2850
436;2974
437;3099
438;3217
439;3336
440;3350
441;3364
442;3312
443;3261
444;3155
445;3049
446;2908
447;2768
448;2652
449;2537
450;2416
451;2296
452;2216
453;2137
454;2114
455;2092
456;2055
457;2019
458;2000
459;1982
460;1998
461;2015
462;2060
463;2105
464;2175
465;2246
466;2284
467;2322
468;2380
469;2438
470;2451
471;2464
472;2451
473;2438
474;2416
475;2395
476;2322
477;2250
478;2223
479;2196
480;2080
481;1964
482;1904
