# Strom: 6.55 A
# Magnetfeld: -568 mT
# Schnitt bei (663,461)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;1866
2;1952
3;2038
4;2106
5;2175
6;2146
7;2117
8;2061
9;2005
10;1834
11;1663
12;1543
13;1424
14;1348
15;1273
16;1217
17;1162
18;1148
19;1134
20;1102
21;1070
22;1063
23;1057
24;1071
25;1084
26;1088
27;1091
28;1134
29;1176
30;1227
31;1278
32;1351
33;1424
34;1559
35;1695
36;1831
37;1967
38;2051
39;2135
40;2141
41;2148
42;2125
43;2103
44;2028
45;1954
46;1934
47;1914
48;1938
49;1963
50;2060
51;2158
52;2351
53;2544
54;2802
55;3060
56;3179
57;3298
58;3168
59;3038
60;2829
61;2621
62;2425
63;2229
64;2081
65;1932
66;1896
67;1861
68;1924
69;1988
70;2064
71;2140
72;2202
73;2265
74;2247
75;2230
76;2161
77;2093
78;1971
79;1850
80;1723
81;1597
82;1497
83;1397
84;1321
85;1245
86;1194
87;1143
88;1132
89;1121
90;1096
91;1072
92;1066
93;1059
94;1051
95;1042
96;1036
97;1030
98;1056
99;1083
100;1078
101;1073
102;1131
103;1190
104;1243
105;1297
106;1370
107;1442
108;1523
109;1605
110;1714
111;1823
112;1886
113;1950
114;2021
115;2092
116;2093
117;2094
118;2084
119;2074
120;1986
121;1899
122;1872
123;1845
124;1848
125;1852
126;1875
127;1898
128;2013
129;2129
130;2296
131;2464
132;2674
133;2885
134;3039
135;3192
136;3175
137;3158
138;3031
139;2904
140;2734
141;2565
142;2418
143;2271
144;2166
145;2062
146;1986
147;1910
148;1869
149;1829
150;1912
151;1994
152;2050
153;2106
154;2189
155;2272
156;2306
157;2340
158;2320
159;2299
160;2259
161;2219
162;2153
163;2088
164;1948
165;1809
166;1700
167;1591
168;1525
169;1459
170;1410
171;1361
172;1327
173;1294
174;1250
175;1207
176;1193
177;1179
178;1185
179;1191
180;1172
181;1154
182;1137
183;1120
184;1132
185;1144
186;1161
187;1177
188;1173
189;1168
190;1178
191;1189
192;1213
193;1238
194;1262
195;1286
196;1309
197;1333
198;1391
199;1450
200;1519
201;1588
202;1664
203;1740
204;1841
205;1942
206;2016
207;2091
208;2180
209;2270
210;2284
211;2299
212;2354
213;2408
214;2378
215;2347
216;2350
217;2353
218;2309
219;2265
220;2199
221;2133
222;2086
223;2039
224;2019
225;1999
226;2001
227;2004
228;2046
229;2089
230;2132
231;2174
232;2300
233;2427
234;2569
235;2712
236;2851
237;2989
238;3118
239;3248
240;3317
241;3386
242;3390
243;3394
244;3306
245;3218
246;3113
247;3008
248;2848
249;2688
250;2534
251;2379
252;2257
253;2135
254;2092
255;2048
256;1991
257;1934
258;1910
259;1886
260;1883
261;1879
262;1894
263;1909
264;1964
265;2019
266;2047
267;2076
268;2126
269;2175
270;2208
271;2241
272;2284
273;2328
274;2340
275;2353
276;2325
277;2298
278;2273
279;2248
280;2197
281;2146
282;2063
283;1980
284;1913
285;1846
286;1801
287;1756
288;1690
289;1625
290;1552
291;1479
292;1437
293;1395
294;1386
295;1378
296;1322
297;1265
298;1256
299;1247
300;1239
301;1231
302;1204
303;1177
304;1170
305;1163
306;1144
307;1125
308;1118
309;1112
310;1110
311;1109
312;1100
313;1091
314;1090
315;1089
316;1081
317;1073
318;1081
319;1090
320;1094
321;1098
322;1089
323;1080
324;1095
325;1111
326;1113
327;1115
328;1115
329;1116
330;1110
331;1104
332;1122
333;1141
334;1145
335;1150
336;1148
337;1147
338;1174
339;1202
340;1203
341;1203
342;1216
343;1228
344;1241
345;1254
346;1270
347;1286
348;1315
349;1345
350;1353
351;1362
352;1399
353;1436
354;1447
355;1458
356;1518
357;1578
358;1591
359;1605
360;1634
361;1663
362;1700
363;1737
364;1762
365;1788
366;1833
367;1879
368;1942
369;2005
370;2009
371;2013
372;2060
373;2108
374;2134
375;2160
376;2194
377;2229
378;2229
379;2229
380;2267
381;2304
382;2321
383;2338
384;2360
385;2383
386;2357
387;2332
388;2363
389;2394
390;2413
391;2432
392;2400
393;2368
394;2363
395;2359
396;2381
397;2403
398;2362
399;2321
400;2319
401;2316
402;2317
403;2318
404;2295
405;2273
406;2263
407;2253
408;2243
409;2234
410;2230
411;2226
412;2213
413;2201
414;2168
415;2136
416;2184
417;2232
418;2181
419;2131
420;2125
421;2120
422;2129
423;2139
424;2104
425;2069
426;2057
427;2045
428;2024
429;2003
430;2002
431;2001
432;2013
433;2025
434;2026
435;2028
436;2030
437;2033
438;2023
439;2013
440;2000
441;1987
442;2018
443;2049
444;2029
445;2009
446;2000
447;1991
448;1961
449;1932
450;1938
451;1944
452;1968
453;1991
454;1991
455;1991
456;1990
457;1990
458;1974
459;1959
460;1947
461;1935
462;1981
463;2028
464;2004
465;1980
466;1966
467;1953
468;2000
469;2047
470;2018
471;1989
472;2000
473;2011
474;2006
475;2002
476;2023
477;2045
478;2021
479;1997
480;2017
481;2036
482;2030
483;2023
484;2026
485;2029
486;2036
487;2043
488;2039
489;2035
490;2076
491;2116
492;2097
493;2078
494;2079
495;2081
496;2094
497;2108
498;2145
499;2182
500;2162
501;2143
502;2125
503;2107
504;2147
505;2187
506;2179
507;2172
508;2184
509;2197
510;2215
511;2234
512;2224
513;2215
514;2252
515;2288
516;2299
517;2310
518;2334
519;2357
520;2366
521;2375
522;2367
523;2359
524;2407
525;2456
526;2419
527;2382
528;2405
529;2428
530;2426
531;2425
532;2419
533;2414
534;2400
535;2386
536;2399
537;2412
538;2381
539;2349
540;2383
541;2417
542;2391
543;2365
544;2351
545;2338
546;2302
547;2266
548;2242
549;2218
550;2205
551;2192
552;2166
553;2140
554;2108
555;2076
556;2037
557;1997
558;1960
559;1923
560;1885
561;1847
562;1817
563;1787
564;1734
565;1681
566;1685
567;1689
568;1625
569;1562
570;1534
571;1507
572;1474
573;1442
574;1420
575;1398
576;1394
577;1390
578;1365
579;1341
580;1321
581;1302
582;1281
583;1261
584;1265
585;1268
586;1248
587;1228
588;1199
589;1171
590;1157
591;1144
592;1155
593;1166
594;1149
595;1132
596;1135
597;1138
598;1131
599;1125
600;1134
601;1143
602;1128
603;1114
604;1113
605;1112
606;1103
607;1095
608;1123
609;1151
610;1153
611;1156
612;1143
613;1131
614;1142
615;1153
616;1138
617;1123
618;1141
619;1160
620;1189
621;1219
622;1224
623;1229
624;1244
625;1259
626;1283
627;1307
628;1317
629;1327
630;1360
631;1394
632;1471
633;1549
634;1580
635;1611
636;1654
637;1697
638;1751
639;1805
640;1872
641;1939
642;2012
643;2086
644;2158
645;2230
646;2259
647;2288
648;2337
649;2386
650;2396
651;2406
652;2443
653;2480
654;2412
655;2344
656;2366
657;2389
658;2329
659;2270
660;2226
661;2182
662;2173
663;2164
664;2156
665;2148
666;2151
667;2154
668;2180
669;2206
670;2256
671;2306
672;2329
673;2352
674;2443
675;2535
676;2634
677;2734
678;2824
679;2914
680;3041
681;3167
682;3244
683;3322
684;3378
685;3434
686;3424
687;3414
688;3366
689;3318
690;3211
691;3104
692;2973
693;2842
694;2719
695;2595
696;2488
697;2381
698;2316
699;2250
700;2226
701;2202
702;2194
703;2186
704;2161
705;2136
706;2142
707;2148
708;2201
709;2254
710;2248
711;2243
712;2256
713;2270
714;2272
715;2274
716;2244
717;2214
718;2205
719;2197
720;2161
721;2125
722;2012
723;1899
724;1823
725;1747
726;1681
727;1615
728;1559
729;1503
730;1439
731;1375
732;1365
733;1355
734;1316
735;1277
736;1241
737;1205
738;1210
739;1215
740;1199
741;1183
742;1201
743;1219
744;1210
745;1202
746;1225
747;1248
748;1273
749;1298
750;1326
751;1354
752;1391
753;1428
754;1459
755;1489
756;1560
757;1630
758;1694
759;1758
760;1826
761;1895
762;1957
763;2019
764;2093
765;2167
766;2234
767;2301
768;2327
769;2353
770;2382
771;2412
772;2380
773;2349
774;2310
775;2271
776;2232
777;2194
778;2191
779;2189
780;2173
781;2157
782;2220
783;2284
784;2367
785;2450
786;2557
787;2664
788;2781
789;2898
790;2980
791;3062
792;3052
793;3041
794;2914
795;2787
796;2625
797;2464
798;2317
799;2171
800;2054
801;1938
802;1928
803;1919
804;1933
805;1947
806;1960
807;1973
808;2009
809;2046
810;2047
811;2048
812;2055
813;2062
814;2032
815;2002
816;1921
817;1840
818;1771
819;1703
820;1617
821;1530
822;1458
823;1386
824;1333
825;1280
826;1260
827;1241
828;1231
829;1222
830;1239
831;1256
832;1268
833;1280
834;1292
835;1305
836;1336
837;1367
838;1401
839;1435
840;1487
841;1540
842;1610
843;1681
844;1734
845;1788
846;1883
847;1979
848;2076
849;2173
850;2241
851;2310
852;2394
853;2479
854;2497
855;2515
856;2461
857;2407
858;2413
859;2419
860;2355
861;2290
862;2353
863;2416
864;2460
865;2505
866;2668
867;2832
868;2946
869;3061
870;3095
871;3130
872;3042
873;2954
874;2759
875;2563
876;2387
877;2211
878;2100
879;1990
880;1965
881;1940
882;1966
883;1993
884;2065
885;2136
886;2125
887;2113
888;2075
889;2036
890;1955
891;1875
892;1781
893;1687
894;1593
895;1500
896;1425
897;1349
898;1323
899;1296
900;1265
901;1234
902;1263
903;1293
904;1303
905;1314
906;1356
907;1398
908;1428
909;1458
910;1477
911;1496
912;1548
913;1601
914;1686
915;1771
916;1840
917;1909
918;1909
