# Strom: 2.41 A
# Magnetfeld: -257 mT
# Schnitt bei (663,461)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;2329
2;2131
3;1934
4;1685
5;1436
6;1313
7;1190
8;1114
9;1038
10;996
11;954
12;931
13;909
14;882
15;856
16;859
17;862
18;853
19;845
20;840
21;836
22;837
23;839
24;822
25;806
26;818
27;831
28;839
29;848
30;870
31;892
32;882
33;872
34;889
35;906
36;927
37;949
38;990
39;1031
40;1071
41;1111
42;1204
43;1297
44;1473
45;1650
46;1858
47;2066
48;2262
49;2458
50;2462
51;2467
52;2341
53;2215
54;2084
55;1953
56;1842
57;1731
58;1711
59;1691
60;1738
61;1785
62;1931
63;2077
64;2216
65;2356
66;2473
67;2591
68;2473
69;2355
70;2107
71;1859
72;1662
73;1466
74;1354
75;1243
76;1158
77;1073
78;1029
79;985
80;968
81;951
82;921
83;890
84;901
85;913
86;894
87;875
88;881
89;887
90;876
91;866
92;863
93;861
94;864
95;867
96;870
97;874
98;867
99;861
100;847
101;834
102;859
103;884
104;881
105;879
106;903
107;927
108;940
109;954
110;972
111;990
112;999
113;1009
114;1059
115;1109
116;1168
117;1227
118;1324
119;1421
120;1572
121;1723
122;1903
123;2083
124;2272
125;2462
126;2559
127;2656
128;2563
129;2470
130;2374
131;2277
132;2130
133;1983
134;1894
135;1806
136;1777
137;1749
138;1770
139;1791
140;1860
141;1929
142;2061
143;2193
144;2331
145;2470
146;2604
147;2738
148;2698
149;2658
150;2505
151;2352
152;2143
153;1935
154;1794
155;1652
156;1525
157;1397
158;1311
159;1225
160;1187
161;1149
162;1100
163;1051
164;1042
165;1033
166;994
167;955
168;947
169;940
170;944
171;948
172;937
173;927
174;929
175;932
176;915
177;898
178;892
179;886
180;885
181;884
182;885
183;887
184;898
185;909
186;896
187;882
188;888
189;894
190;890
191;887
192;894
193;902
194;914
195;927
196;927
197;927
198;937
199;947
200;943
201;940
202;954
203;968
204;983
205;999
206;1005
207;1011
208;1057
209;1103
210;1143
211;1184
212;1223
213;1263
214;1324
215;1386
216;1458
217;1530
218;1638
219;1747
220;1901
221;2055
222;2192
223;2330
224;2484
225;2639
226;2736
227;2834
228;2814
229;2795
230;2705
231;2614
232;2491
233;2367
234;2246
235;2125
236;2039
237;1953
238;1919
239;1884
240;1844
241;1804
242;1808
243;1812
244;1813
245;1814
246;1863
247;1912
248;1977
249;2042
250;2135
251;2229
252;2356
253;2483
254;2555
255;2626
256;2704
257;2783
258;2804
259;2826
260;2742
261;2659
262;2574
263;2489
264;2332
265;2175
266;2041
267;1907
268;1798
269;1690
270;1614
271;1538
272;1477
273;1416
274;1369
275;1322
276;1268
277;1214
278;1186
279;1159
280;1126
281;1093
282;1081
283;1069
284;1062
285;1055
286;1035
287;1014
288;1032
289;1050
290;1011
291;972
292;972
293;973
294;962
295;950
296;955
297;959
298;956
299;952
300;956
301;960
302;952
303;944
304;932
305;921
306;915
307;909
308;925
309;941
310;944
311;947
312;948
313;949
314;929
315;909
316;930
317;950
318;942
319;934
320;910
321;887
322;898
323;909
324;907
325;906
326;901
327;897
328;903
329;909
330;922
331;935
332;932
333;929
334;920
335;912
336;911
337;910
338;923
339;936
340;911
341;886
342;904
343;922
344;928
345;935
346;929
347;923
348;941
349;959
350;958
351;958
352;962
353;966
354;952
355;939
356;965
357;992
358;980
359;968
360;964
361;961
362;992
363;1023
364;1014
365;1006
366;1022
367;1038
368;1035
369;1033
370;1036
371;1039
372;1033
373;1027
374;1058
375;1089
376;1092
377;1096
378;1113
379;1130
380;1147
381;1164
382;1185
383;1206
384;1218
385;1230
386;1225
387;1221
388;1248
389;1276
390;1282
391;1288
392;1311
393;1334
394;1350
395;1366
396;1368
397;1370
398;1396
399;1423
400;1444
401;1466
402;1486
403;1506
404;1528
405;1550
406;1579
407;1608
408;1616
409;1624
410;1649
411;1675
412;1736
413;1797
414;1816
415;1835
416;1855
417;1876
418;1927
419;1978
420;1999
421;2019
422;2039
423;2059
424;2076
425;2093
426;2138
427;2183
428;2199
429;2215
430;2236
431;2257
432;2296
433;2335
434;2372
435;2409
436;2426
437;2443
438;2447
439;2451
440;2484
441;2518
442;2514
443;2511
444;2503
445;2495
446;2545
447;2595
448;2596
449;2597
450;2603
451;2609
452;2593
453;2577
454;2619
455;2661
456;2664
457;2668
458;2649
459;2630
460;2638
461;2647
462;2654
463;2661
464;2660
465;2659
466;2637
467;2615
468;2664
469;2713
470;2696
471;2679
472;2657
473;2635
474;2654
475;2674
476;2645
477;2615
478;2639
479;2663
480;2633
481;2603
482;2598
483;2593
484;2590
485;2586
486;2579
487;2571
488;2549
489;2527
490;2515
491;2504
492;2489
493;2475
494;2457
495;2440
496;2421
497;2402
498;2381
499;2359
500;2316
501;2273
502;2259
503;2245
504;2240
505;2236
506;2206
507;2177
508;2125
509;2073
510;2087
511;2102
512;2034
513;1967
514;1925
515;1883
516;1870
517;1858
518;1841
519;1824
520;1780
521;1736
522;1710
523;1685
524;1637
525;1589
526;1575
527;1561
528;1540
529;1518
530;1494
531;1470
532;1441
533;1413
534;1430
535;1447
536;1399
537;1352
538;1333
539;1315
540;1301
541;1288
542;1265
543;1243
544;1250
545;1258
546;1233
547;1207
548;1220
549;1232
550;1207
551;1182
552;1186
553;1190
554;1170
555;1150
556;1136
557;1122
558;1111
559;1100
560;1091
561;1082
562;1074
563;1067
564;1073
565;1079
566;1066
567;1054
568;1064
569;1074
570;1067
571;1060
572;1032
573;1004
574;1016
575;1028
576;1019
577;1010
578;984
579;959
580;987
581;1015
582;1001
583;988
584;995
585;1003
586;1001
587;999
588;969
589;940
590;961
591;981
592;961
593;941
594;951
595;961
596;963
597;965
598;945
599;924
600;930
601;936
602;952
603;969
604;962
605;955
606;943
607;931
608;962
609;992
610;969
611;947
612;966
613;986
614;986
615;986
616;986
617;987
618;989
619;990
620;994
621;998
622;999
623;1000
624;987
625;974
626;987
627;1000
628;1001
629;1003
630;1014
631;1026
632;1016
633;1007
634;1010
635;1013
636;1023
637;1034
638;1056
639;1079
640;1069
641;1059
642;1083
643;1107
644;1111
645;1115
646;1131
647;1148
648;1166
649;1184
650;1199
651;1214
652;1242
653;1270
654;1329
655;1389
656;1435
657;1481
658;1550
659;1620
660;1696
661;1773
662;1835
663;1897
664;2064
665;2231
666;2299
667;2367
668;2519
669;2671
670;2778
671;2885
672;2871
673;2857
674;2847
675;2837
676;2749
677;2660
678;2557
679;2453
680;2358
681;2264
682;2191
683;2119
684;2042
685;1966
686;1949
687;1933
688;1931
689;1930
690;1945
691;1961
692;2006
693;2051
694;2142
695;2234
696;2330
697;2427
698;2528
699;2628
700;2697
701;2766
702;2802
703;2838
704;2797
705;2756
706;2675
707;2594
708;2413
709;2233
710;2102
711;1971
712;1842
713;1714
714;1605
715;1497
716;1450
717;1403
718;1347
719;1291
720;1253
721;1216
722;1181
723;1146
724;1129
725;1113
726;1072
727;1030
728;1035
729;1039
730;1042
731;1044
732;1025
733;1006
734;1012
735;1018
736;1018
737;1018
738;1003
739;988
740;969
741;950
742;960
743;971
744;983
745;995
746;977
747;959
748;985
749;1011
750;1005
751;999
752;1018
753;1038
754;1043
755;1049
756;1019
757;990
758;1025
759;1061
760;1077
761;1092
762;1078
763;1064
764;1111
765;1159
766;1174
767;1190
768;1218
769;1247
770;1264
771;1282
772;1375
773;1468
774;1565
775;1663
776;1811
777;1959
778;2129
779;2299
780;2473
781;2648
782;2699
783;2751
784;2701
785;2651
786;2523
787;2396
788;2243
789;2090
790;2026
791;1962
792;1929
793;1896
794;1895
795;1895
796;1997
797;2099
798;2223
799;2347
800;2470
801;2592
802;2667
803;2743
804;2692
805;2642
806;2476
807;2309
808;2104
809;1899
810;1775
811;1651
812;1547
813;1443
814;1351
815;1260
816;1221
817;1182
818;1154
819;1126
820;1103
821;1081
822;1069
823;1058
824;1056
825;1055
826;1032
827;1010
828;1007
829;1005
830;1004
831;1004
832;1013
833;1021
834;1009
835;997
836;996
837;995
838;1001
839;1006
840;1007
841;1008
842;1017
843;1027
844;1026
845;1025
846;1055
847;1084
848;1104
849;1124
850;1135
851;1145
852;1195
853;1244
854;1317
855;1390
856;1513
857;1637
858;1786
859;1936
860;2164
861;2391
862;2497
863;2602
864;2599
865;2596
866;2460
867;2324
868;2175
869;2027
870;1960
871;1893
872;1893
873;1894
874;1972
875;2051
876;2182
877;2314
878;2452
879;2590
880;2572
881;2555
882;2390
883;2225
884;2045
885;1866
886;1711
887;1556
888;1435
889;1315
890;1241
891;1168
892;1141
893;1113
894;1083
895;1054
896;1022
897;991
898;1003
899;1015
900;1005
901;996
902;979
903;962
904;966
905;969
906;962
907;954
908;964
909;975
910;969
911;964
912;979
913;995
914;1005
915;1014
916;1040
917;1067
918;1067
