# Strom: 5.42 A
# Magnetfeld: -508 mT
# Schnitt bei (663,461)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;1448
2;1320
3;1191
4;1139
5;1088
6;1040
7;992
8;988
9;984
10;963
11;941
12;976
13;1012
14;1038
15;1064
16;1142
17;1221
18;1376
19;1532
20;1678
21;1823
22;1877
23;1931
24;1896
25;1862
26;1842
27;1823
28;1961
29;2099
30;2403
31;2708
32;2729
33;2750
34;2561
35;2373
36;2154
37;1935
38;1940
39;1945
40;2023
41;2102
42;2107
43;2112
44;1951
45;1790
46;1600
47;1410
48;1294
49;1178
50;1135
51;1092
52;1060
53;1029
54;1014
55;1000
56;1003
57;1006
58;1002
59;998
60;1041
61;1085
62;1126
63;1167
64;1327
65;1488
66;1622
67;1756
68;1881
69;2006
70;2002
71;1997
72;1947
73;1896
74;1905
75;1913
76;2115
77;2317
78;2580
79;2843
80;2824
81;2805
82;2625
83;2446
84;2242
85;2038
86;1999
87;1960
88;2053
89;2147
90;2187
91;2227
92;2111
93;1994
94;1802
95;1609
96;1456
97;1302
98;1244
99;1185
100;1135
101;1084
102;1056
103;1028
104;1023
105;1019
106;1053
107;1087
108;1071
109;1056
110;1078
111;1100
112;1154
113;1207
114;1302
115;1397
116;1571
117;1745
118;1865
119;1985
120;2012
121;2040
122;2041
123;2043
124;1991
125;1940
126;1967
127;1995
128;2233
129;2471
130;2730
131;2989
132;3006
133;3023
134;2831
135;2640
136;2398
137;2156
138;2086
139;2015
140;2053
141;2091
142;2203
143;2315
144;2282
145;2249
146;2087
147;1925
148;1756
149;1588
150;1469
151;1350
152;1263
153;1177
154;1161
155;1146
156;1105
157;1064
158;1050
159;1036
160;1047
161;1058
162;1053
163;1048
164;1065
165;1082
166;1138
167;1194
168;1224
169;1254
170;1363
171;1472
172;1636
173;1801
174;1911
175;2022
176;2072
177;2123
178;2115
179;2107
180;2084
181;2061
182;2007
183;1953
184;2075
185;2198
186;2416
187;2635
188;2904
189;3174
190;3178
191;3183
192;2965
193;2748
194;2503
195;2259
196;2180
197;2100
198;2087
199;2074
200;2188
201;2302
202;2359
203;2417
204;2347
205;2277
206;2087
207;1897
208;1733
209;1570
210;1456
211;1342
212;1283
213;1224
214;1198
215;1172
216;1156
217;1140
218;1125
219;1110
220;1079
221;1049
222;1070
223;1092
224;1104
225;1117
226;1104
227;1091
228;1128
229;1165
230;1209
231;1253
232;1334
233;1415
234;1514
235;1614
236;1737
237;1860
238;1974
239;2088
240;2123
241;2158
242;2174
243;2190
244;2149
245;2108
246;2076
247;2044
248;2054
249;2064
250;2230
251;2396
252;2630
253;2864
254;3062
255;3260
256;3258
257;3256
258;3077
259;2899
260;2669
261;2439
262;2285
263;2132
264;2129
265;2127
266;2174
267;2220
268;2296
269;2373
270;2401
271;2430
272;2401
273;2371
274;2243
275;2114
276;1981
277;1848
278;1695
279;1543
280;1484
281;1425
282;1359
283;1294
284;1270
285;1246
286;1219
287;1193
288;1173
289;1153
290;1139
291;1126
292;1124
293;1122
294;1115
295;1108
296;1100
297;1092
298;1115
299;1138
300;1155
301;1173
302;1205
303;1238
304;1265
305;1292
306;1354
307;1417
308;1524
309;1631
310;1729
311;1828
312;1940
313;2052
314;2139
315;2226
316;2256
317;2286
318;2275
319;2265
320;2208
321;2152
322;2129
323;2106
324;2092
325;2078
326;2134
327;2190
328;2355
329;2520
330;2709
331;2899
332;3090
333;3282
334;3345
335;3408
336;3346
337;3284
338;3088
339;2893
340;2714
341;2535
342;2411
343;2287
344;2226
345;2166
346;2170
347;2175
348;2210
349;2245
350;2334
351;2423
352;2483
353;2543
354;2547
355;2551
356;2469
357;2387
358;2271
359;2155
360;2010
361;1865
362;1769
363;1674
364;1589
365;1504
366;1454
367;1404
368;1374
369;1345
370;1300
371;1255
372;1242
373;1230
374;1212
375;1194
376;1183
377;1172
378;1149
379;1127
380;1133
381;1139
382;1141
383;1144
384;1138
385;1131
386;1142
387;1153
388;1147
389;1141
390;1162
391;1183
392;1182
393;1181
394;1191
395;1202
396;1231
397;1261
398;1306
399;1352
400;1405
401;1458
402;1523
403;1589
404;1662
405;1736
406;1828
407;1920
408;1994
409;2069
410;2152
411;2235
412;2237
413;2240
414;2280
415;2320
416;2317
417;2314
418;2298
419;2283
420;2223
421;2163
422;2162
423;2161
424;2152
425;2143
426;2172
427;2202
428;2225
429;2249
430;2350
431;2452
432;2596
433;2740
434;2883
435;3027
436;3197
437;3368
438;3434
439;3500
440;3501
441;3502
442;3468
443;3433
444;3335
445;3237
446;3089
447;2941
448;2813
449;2686
450;2585
451;2484
452;2407
453;2331
454;2271
455;2212
456;2196
457;2180
458;2218
459;2256
460;2269
461;2282
462;2323
463;2364
464;2426
465;2488
466;2545
467;2603
468;2597
469;2591
470;2616
471;2642
472;2592
473;2541
474;2478
475;2416
476;2330
477;2245
478;2183
479;2121
480;2013
481;1905
482;1845
483;1785
484;1728
485;1672
486;1619
487;1566
488;1526
489;1487
490;1452
491;1418
492;1400
493;1382
494;1361
495;1340
496;1329
497;1319
498;1296
499;1273
500;1247
501;1221
502;1201
503;1180
504;1188
505;1195
506;1183
507;1171
508;1172
509;1174
510;1170
511;1167
512;1157
513;1148
514;1128
515;1108
516;1099
517;1090
518;1100
519;1110
520;1117
521;1125
522;1124
523;1123
524;1117
525;1110
526;1111
527;1112
528;1111
529;1110
530;1116
531;1122
532;1132
533;1142
534;1145
535;1149
536;1138
537;1128
538;1139
539;1150
540;1164
541;1179
542;1212
543;1245
544;1254
545;1263
546;1251
547;1239
548;1253
549;1267
550;1276
551;1285
552;1302
553;1319
554;1323
555;1326
556;1374
557;1421
558;1411
559;1400
560;1415
561;1430
562;1478
563;1527
564;1550
565;1573
566;1622
567;1671
568;1668
569;1665
570;1689
571;1713
572;1772
573;1830
574;1846
575;1862
576;1895
577;1928
578;1959
579;1991
580;2029
581;2067
582;2096
583;2125
584;2133
585;2141
586;2170
587;2199
588;2215
589;2232
590;2255
591;2279
592;2272
593;2265
594;2276
595;2287
596;2318
597;2349
598;2375
599;2401
600;2393
601;2385
602;2385
603;2386
604;2395
