# Strom: 7.08 A
# Magnetfeld: -587 mT
# Schnitt bei (663,461)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;1717
2;1804
3;1892
4;1969
5;2047
6;2101
7;2154
8;2061
9;1967
10;1852
11;1738
12;1616
13;1495
14;1397
15;1299
16;1237
17;1175
18;1135
19;1096
20;1091
21;1087
22;1079
23;1071
24;1080
25;1089
26;1105
27;1121
28;1148
29;1176
30;1258
31;1340
32;1434
33;1529
34;1659
35;1789
36;1898
37;2008
38;2044
39;2079
40;2073
41;2068
42;2014
43;1960
44;1919
45;1879
46;1832
47;1785
48;1830
49;1875
50;2025
51;2174
52;2388
53;2602
54;2865
55;3128
56;3241
57;3355
58;3216
59;3077
60;2870
61;2663
62;2461
63;2260
64;2114
65;1968
66;1933
67;1899
68;1897
69;1895
70;2009
71;2123
72;2181
73;2239
74;2310
75;2381
76;2333
77;2285
78;2158
79;2031
80;1904
81;1778
82;1645
83;1513
84;1448
85;1383
86;1307
87;1231
88;1200
89;1170
90;1127
91;1084
92;1086
93;1088
94;1076
95;1065
96;1084
97;1103
98;1114
99;1125
100;1133
101;1142
102;1197
103;1252
104;1310
105;1369
106;1462
107;1555
108;1658
109;1762
110;1860
111;1959
112;2013
113;2068
114;2098
115;2128
116;2098
117;2069
118;2021
119;1973
120;1921
121;1870
122;1822
123;1774
124;1768
125;1762
126;1797
127;1832
128;1909
129;1986
130;2199
131;2413
132;2614
133;2815
134;2927
135;3038
136;3061
137;3084
138;2950
139;2817
140;2616
141;2416
142;2261
143;2107
144;2012
145;1917
146;1856
147;1796
148;1767
149;1739
150;1784
151;1829
152;1891
153;1952
154;2025
155;2097
156;2165
157;2234
158;2254
159;2274
160;2240
161;2206
162;2148
163;2090
164;1965
165;1841
166;1734
167;1628
168;1556
169;1485
170;1422
171;1360
172;1310
173;1261
174;1230
175;1200
176;1188
177;1177
178;1157
179;1137
180;1121
181;1105
182;1133
183;1162
184;1128
185;1094
186;1127
187;1160
188;1149
189;1139
190;1139
191;1140
192;1183
193;1227
194;1257
195;1286
196;1341
197;1395
198;1440
199;1485
200;1558
201;1632
202;1730
203;1829
204;1909
205;1990
206;2052
207;2115
208;2196
209;2278
210;2294
211;2310
212;2336
213;2362
214;2337
215;2313
216;2266
217;2218
218;2179
219;2141
220;2108
221;2075
222;2034
223;1992
224;1987
225;1983
226;1983
227;1984
228;2052
229;2119
230;2197
231;2275
232;2384
233;2492
234;2668
235;2844
236;2983
237;3123
238;3307
239;3491
240;3550
241;3609
242;3576
243;3543
244;3469
245;3395
246;3244
247;3092
248;2939
249;2786
250;2665
251;2544
252;2393
253;2242
254;2166
255;2089
256;2032
257;1975
258;1956
259;1938
260;1925
261;1912
262;1915
263;1919
264;1924
265;1930
266;1964
267;1998
268;2065
269;2132
270;2160
271;2188
272;2274
273;2360
274;2357
275;2355
276;2384
277;2414
278;2411
279;2408
280;2334
281;2260
282;2212
283;2164
284;2100
285;2036
286;1985
287;1933
288;1879
289;1826
290;1768
291;1710
292;1634
293;1557
294;1530
295;1504
296;1440
297;1376
298;1348
299;1321
300;1300
301;1279
302;1250
303;1221
304;1224
305;1227
306;1195
307;1163
308;1176
309;1190
310;1164
311;1138
312;1119
313;1101
314;1119
315;1138
316;1120
317;1102
318;1110
319;1117
320;1108
321;1100
322;1124
323;1149
324;1127
325;1104
326;1116
327;1128
328;1129
329;1131
330;1144
331;1158
332;1152
333;1146
334;1164
335;1182
336;1183
337;1184
338;1197
339;1211
340;1233
341;1255
342;1266
343;1277
344;1291
345;1305
346;1321
347;1338
348;1371
349;1405
350;1425
351;1446
352;1486
353;1526
354;1540
355;1555
356;1592
357;1630
358;1649
359;1669
360;1706
361;1743
362;1785
363;1828
364;1874
365;1920
366;1943
367;1966
368;2014
369;2062
370;2106
371;2151
372;2156
373;2162
374;2208
375;2254
376;2276
377;2299
378;2307
379;2316
380;2340
381;2365
382;2369
383;2373
384;2353
385;2334
386;2377
387;2420
388;2411
389;2402
390;2422
391;2441
392;2417
393;2392
394;2375
395;2357
396;2365
397;2374
398;2380
399;2386
400;2335
401;2285
402;2315
403;2346
404;2359
405;2372
406;2328
407;2285
408;2273
409;2262
410;2246
411;2231
412;2225
413;2218
414;2225
415;2232
416;2225
417;2218
418;2211
419;2205
420;2174
421;2143
422;2116
423;2089
424;2058
425;2028
426;2050
427;2073
428;2047
429;2021
430;2029
431;2037
432;2041
433;2045
434;2021
435;1998
436;2004
437;2010
438;1999
439;1988
440;1974
441;1961
442;1972
443;1983
444;1993
445;2003
446;1982
447;1961
448;1947
449;1932
450;1949
451;1967
452;1949
453;1932
454;1927
455;1923
456;1910
457;1898
458;1893
459;1888
460;1881
461;1874
462;1869
463;1863
464;1879
465;1894
466;1900
467;1905
468;1887
469;1869
470;1883
471;1897
472;1889
473;1881
474;1892
475;1902
476;1906
477;1910
478;1910
479;1910
480;1898
481;1886
482;1909
483;1932
484;1919
485;1906
486;1912
487;1919
488;1907
489;1896
490;1904
491;1912
492;1951
493;1991
494;1951
495;1911
496;1915
497;1919
498;1928
499;1937
500;1959
501;1982
502;1980
503;1978
504;1998
505;2019
506;2023
507;2028
508;2055
509;2082
510;2079
511;2077
512;2101
513;2126
514;2131
515;2135
516;2154
517;2173
518;2183
519;2193
520;2176
521;2159
522;2210
523;2262
524;2252
525;2242
526;2232
527;2222
528;2266
529;2311
530;2304
531;2298
532;2317
533;2336
534;2324
535;2313
536;2331
537;2349
538;2355
539;2362
540;2334
541;2306
542;2332
543;2358
544;2342
545;2325
546;2279
547;2233
548;2259
549;2286
550;2246
551;2206
552;2209
553;2212
